,Basal,Secretory-1,Secretory-2,Secretory-3,Multiciliated,Ionocyte/Tuft,PNEC,Cell cycle,Ribosomal,Shared-1,Shared-2,Shared-3,CHIR,IL13,IFNA,IFNG-1,IFNG-2,IFNG-3,TGFB1-1,TGFB1-2
EFHD1,0.00E+00,0.00E+00,5.11E-05,6.34E-04,0.00E+00,6.93E-03,0.00E+00,0.00E+00,1.12E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.33E-05,7.63E-05,0.00E+00,0.00E+00,0.00E+00,3.65E-06,3.01E-05
EFHD2,6.01E-05,4.26E-04,1.07E-04,1.79E-04,3.45E-04,2.56E-04,2.75E-04,4.22E-04,4.75E-04,3.55E-04,9.46E-04,6.79E-04,9.25E-06,4.04E-04,2.18E-04,3.44E-04,1.04E-03,4.22E-04,3.75E-04,2.70E-04
EFNA1,0.00E+00,1.07E-03,6.16E-04,4.29E-04,3.32E-05,1.92E-04,0.00E+00,0.00E+00,5.93E-04,7.12E-04,2.73E-04,8.12E-04,9.29E-05,1.05E-04,4.57E-04,2.47E-04,0.00E+00,2.57E-05,1.11E-03,5.45E-04
EFNB1,1.21E-03,1.58E-04,0.00E+00,9.23E-06,0.00E+00,0.00E+00,0.00E+00,4.47E-04,3.25E-04,0.00E+00,6.12E-04,1.29E-03,0.00E+00,8.04E-05,2.75E-04,3.93E-04,5.43E-04,2.49E-05,3.11E-04,1.03E-03
EFNB2,4.50E-05,1.39E-04,1.53E-04,6.12E-04,0.00E+00,5.35E-04,0.00E+00,6.34E-05,7.48E-05,1.74E-04,4.53E-04,7.56E-04,5.90E-04,0.00E+00,0.00E+00,1.52E-03,0.00E+00,1.66E-04,1.38E-03,4.48E-04
EGF,0.00E+00,2.53E-05,4.77E-04,1.30E-04,1.29E-05,2.43E-05,0.00E+00,7.91E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.11E-04,3.42E-04,3.89E-05,8.84E-06,0.00E+00,1.43E-04,3.42E-04,0.00E+00
EGFL6,6.23E-04,7.88E-05,0.00E+00,0.00E+00,1.87E-04,0.00E+00,0.00E+00,2.37E-05,9.27E-04,0.00E+00,7.22E-04,0.00E+00,0.00E+00,4.64E-04,1.97E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
EGFR,1.31E-03,3.01E-04,1.01E-04,3.00E-04,8.38E-05,1.13E-03,0.00E+00,2.10E-04,9.37E-04,0.00E+00,1.86E-04,1.38E-03,2.59E-04,0.00E+00,1.08E-04,1.18E-03,8.93E-04,1.47E-04,2.23E-04,6.08E-04
EGLN1,6.63E-04,4.81E-04,4.85E-04,2.66E-04,1.28E-04,4.05E-04,2.02E-04,1.72E-04,5.20E-04,0.00E+00,0.00E+00,8.39E-05,1.04E-03,9.80E-05,9.44E-05,6.18E-04,4.63E-04,3.75E-04,2.07E-05,1.06E-04
EGLN3,6.22E-05,1.14E-03,2.38E-04,0.00E+00,4.91E-05,7.87E-05,3.04E-05,0.00E+00,3.59E-04,0.00E+00,0.00E+00,3.36E-04,6.94E-04,4.66E-05,4.92E-04,0.00E+00,3.65E-05,0.00E+00,0.00E+00,0.00E+00
EGR1,5.61E-04,9.53E-04,0.00E+00,3.88E-03,5.91E-04,5.77E-04,3.32E-04,5.20E-04,1.01E-03,0.00E+00,2.91E-04,0.00E+00,0.00E+00,0.00E+00,6.35E-04,0.00E+00,1.74E-04,0.00E+00,7.34E-05,1.03E-04
EGR2,1.12E-05,3.55E-05,0.00E+00,2.26E-03,8.99E-06,9.22E-05,2.51E-05,0.00E+00,6.92E-05,0.00E+00,4.49E-05,0.00E+00,0.00E+00,0.00E+00,8.03E-05,0.00E+00,0.00E+00,0.00E+00,9.87E-05,4.28E-04
EGR3,8.06E-05,0.00E+00,0.00E+00,2.18E-03,0.00E+00,9.53E-05,2.95E-04,7.59E-05,6.54E-05,0.00E+00,0.00E+00,0.00E+00,3.84E-05,0.00E+00,0.00E+00,0.00E+00,2.34E-05,0.00E+00,0.00E+00,0.00E+00
EGR4,0.00E+00,0.00E+00,0.00E+00,4.37E-04,0.00E+00,2.28E-04,1.38E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.87E-05,0.00E+00,0.00E+00,0.00E+00
EHD3,2.58E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.37E-06,0.00E+00,0.00E+00,3.51E-04,4.70E-04,0.00E+00,4.94E-05,4.35E-04,0.00E+00,0.00E+00,0.00E+00,3.60E-04,1.87E-03,4.81E-04
EIF1,5.72E-04,1.21E-03,7.80E-04,1.21E-03,3.75E-04,9.96E-04,4.46E-04,5.89E-04,1.36E-03,1.83E-03,4.26E-04,1.39E-03,2.60E-03,8.26E-04,3.43E-06,1.23E-03,2.97E-04,9.27E-04,7.37E-04,6.29E-04
EIF1AX,9.11E-04,4.02E-04,5.30E-04,1.57E-04,1.55E-04,5.33E-04,3.53E-04,9.96E-04,1.40E-03,2.11E-05,3.84E-04,7.14E-04,2.41E-04,2.74E-04,3.11E-04,1.80E-03,8.37E-04,4.79E-04,3.08E-04,2.33E-04
EIF2AK2,3.56E-04,3.58E-04,2.92E-04,1.84E-04,3.36E-04,2.16E-04,2.12E-04,3.15E-04,2.12E-04,2.78E-04,2.18E-04,2.18E-04,1.31E-04,2.27E-04,3.40E-03,1.32E-03,8.42E-04,7.47E-04,3.24E-04,3.14E-04
EIF2S1,3.57E-04,3.14E-04,4.42E-04,1.98E-04,2.18E-04,3.17E-04,4.72E-05,5.40E-04,6.17E-04,0.00E+00,5.44E-04,2.68E-04,1.76E-04,2.76E-04,4.83E-04,1.11E-03,7.18E-04,3.57E-04,2.10E-04,4.25E-04
EIF2S2,3.72E-04,5.57E-04,8.03E-04,3.29E-04,3.38E-04,2.51E-04,1.07E-04,6.04E-04,6.56E-04,1.25E-04,5.63E-04,4.06E-04,2.02E-04,5.58E-04,4.13E-04,1.66E-03,1.65E-03,7.38E-04,4.79E-04,5.61E-04
EIF3A,5.54E-04,6.28E-04,6.24E-04,2.55E-04,2.49E-04,5.37E-04,3.00E-04,5.09E-04,1.11E-03,1.85E-04,2.94E-04,3.77E-04,7.05E-04,4.33E-04,3.00E-04,7.09E-04,6.32E-04,2.97E-04,5.09E-04,6.38E-04
EIF3E,7.47E-04,2.26E-04,5.66E-04,2.33E-04,5.79E-05,1.57E-04,1.51E-04,0.00E+00,3.26E-03,8.02E-05,0.00E+00,0.00E+00,8.37E-04,0.00E+00,3.03E-05,1.62E-04,3.49E-04,1.60E-04,8.47E-05,6.86E-06
EIF3H,5.78E-04,3.88E-04,5.47E-04,8.96E-04,2.00E-05,3.93E-04,2.72E-04,0.00E+00,2.54E-03,2.62E-04,1.57E-04,3.89E-04,8.83E-04,1.91E-04,1.31E-04,2.24E-04,4.07E-04,2.17E-04,1.68E-04,1.70E-04
EIF3M,5.48E-04,2.40E-04,4.69E-04,2.75E-04,1.09E-04,3.17E-04,3.19E-04,2.28E-04,1.88E-03,6.52E-05,1.06E-05,1.42E-04,4.11E-04,1.51E-05,2.63E-04,6.98E-04,8.18E-04,2.65E-04,1.76E-04,2.71E-04
EIF4A1,5.97E-04,5.19E-04,9.15E-04,4.21E-04,3.32E-04,5.86E-04,4.91E-04,1.06E-03,1.47E-03,0.00E+00,8.14E-04,1.05E-03,6.45E-04,6.93E-04,7.54E-04,9.94E-04,1.05E-03,4.58E-04,4.74E-04,8.41E-04
EIF4B,9.21E-04,4.35E-04,7.20E-04,1.63E-03,3.92E-04,3.66E-04,9.06E-05,9.07E-05,2.92E-03,3.04E-04,0.00E+00,4.16E-04,1.12E-03,1.42E-04,0.00E+00,1.96E-04,2.59E-04,2.09E-04,5.03E-05,1.53E-04
EIF4E,6.10E-04,7.71E-04,6.86E-04,1.49E-04,2.85E-04,7.93E-04,5.13E-04,9.62E-04,7.16E-04,2.00E-04,6.86E-04,1.84E-04,5.69E-04,4.37E-04,4.32E-04,5.28E-04,6.15E-04,7.78E-04,3.67E-04,2.96E-04
EIF4EBP1,0.00E+00,6.45E-05,1.11E-04,1.99E-04,4.46E-05,0.00E+00,3.98E-05,4.60E-04,5.17E-04,0.00E+00,1.02E-03,7.74E-04,9.26E-04,0.00E+00,0.00E+00,1.14E-03,4.30E-04,0.00E+00,5.36E-04,5.03E-04
EIF4H,6.06E-04,4.82E-04,4.29E-04,4.38E-04,3.56E-04,2.90E-04,2.15E-04,6.57E-04,8.20E-04,3.20E-04,6.08E-04,3.44E-04,8.04E-04,4.28E-04,3.83E-04,1.14E-03,1.02E-03,6.08E-04,4.81E-04,7.07E-04
EIF5A,5.75E-04,5.25E-04,4.03E-04,6.37E-04,2.34E-04,4.43E-04,2.00E-04,1.14E-03,8.47E-04,0.00E+00,1.40E-03,1.27E-03,3.44E-04,4.23E-04,5.19E-04,1.24E-03,1.08E-03,2.01E-04,2.23E-04,6.34E-04
EIF5B,7.94E-04,8.09E-04,6.96E-04,8.51E-05,3.59E-04,3.98E-04,2.86E-04,6.59E-04,6.92E-04,0.00E+00,7.54E-04,3.95E-04,3.77E-04,7.37E-04,8.24E-04,8.52E-04,1.04E-03,4.09E-04,5.70E-04,7.94E-04
ELF3,0.00E+00,2.43E-03,1.26E-03,1.99E-03,1.13E-03,5.23E-04,9.38E-05,0.00E+00,1.93E-04,9.02E-04,0.00E+00,0.00E+00,1.38E-04,1.07E-03,1.29E-03,3.54E-04,0.00E+00,1.07E-03,2.89E-04,0.00E+00
ELK3,1.65E-04,5.58E-04,2.80E-05,2.68E-05,5.44E-04,0.00E+00,0.00E+00,8.11E-05,2.21E-04,7.93E-04,1.03E-03,8.23E-04,9.46E-04,1.99E-04,2.22E-04,9.85E-04,3.47E-04,8.99E-04,9.72E-04,1.32E-04
ELL2,3.85E-04,5.35E-04,7.28E-04,5.89E-04,1.67E-05,1.94E-05,0.00E+00,1.23E-04,5.46E-04,2.56E-04,4.16E-04,4.80E-04,6.46E-04,5.14E-04,1.68E-04,1.14E-03,7.26E-04,0.00E+00,2.82E-04,3.88E-04
ELOC,5.59E-04,4.39E-04,5.95E-04,2.13E-04,2.76E-04,4.46E-04,1.44E-04,5.57E-04,6.34E-04,2.01E-04,2.52E-04,3.96E-04,4.27E-04,5.32E-04,2.39E-04,9.20E-04,7.80E-04,7.62E-04,5.93E-04,5.54E-04
ELOVL4,1.63E-04,0.00E+00,0.00E+00,0.00E+00,5.80E-05,3.25E-04,0.00E+00,6.81E-05,0.00E+00,1.18E-03,1.20E-03,4.78E-06,1.86E-04,0.00E+00,0.00E+00,1.02E-04,0.00E+00,7.08E-05,2.56E-04,1.60E-04
ELOVL7,1.44E-04,0.00E+00,2.28E-05,2.22E-05,0.00E+00,3.72E-04,6.81E-04,2.26E-05,3.48E-05,1.11E-03,0.00E+00,3.47E-04,1.60E-04,1.82E-04,3.23E-04,7.85E-04,6.30E-04,4.55E-04,6.52E-05,0.00E+00
EMB,7.62E-04,2.41E-04,2.96E-04,9.23E-05,5.91E-04,3.69E-05,3.11E-04,2.95E-04,1.71E-04,0.00E+00,2.64E-05,4.12E-04,5.45E-04,4.76E-04,1.06E-04,7.76E-05,2.66E-04,8.26E-05,5.83E-04,8.15E-04
EMILIN2,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.48E-04,0.00E+00,5.69E-04,2.93E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.32E-04,0.00E+00
EMP1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.10E-03,1.44E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.45E-03,0.00E+00,1.60E-03,6.53E-04,0.00E+00
ENAH,4.39E-04,3.15E-04,8.03E-04,4.58E-04,1.08E-03,3.67E-04,1.84E-04,2.76E-04,6.13E-04,0.00E+00,1.23E-04,0.00E+00,9.27E-04,7.10E-05,2.06E-05,3.81E-04,2.03E-04,3.95E-05,1.52E-03,2.37E-03
ENC1,0.00E+00,5.75E-05,2.04E-04,5.33E-04,0.00E+00,1.06E-03,1.18E-04,0.00E+00,0.00E+00,0.00E+00,2.56E-04,7.11E-04,3.22E-03,0.00E+00,0.00E+00,3.18E-04,3.53E-05,9.97E-04,9.05E-04,2.11E-04
ENDOD1,1.46E-04,2.71E-04,3.04E-04,3.06E-04,2.85E-05,7.98E-05,0.00E+00,8.25E-05,1.20E-04,0.00E+00,9.20E-04,1.30E-04,1.74E-03,0.00E+00,5.55E-04,2.23E-05,2.07E-04,3.21E-04,5.35E-04,1.90E-03
ENKUR,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.06E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.68E-05,0.00E+00,3.31E-05,1.20E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
ENO1,8.80E-04,2.87E-04,7.01E-04,1.16E-04,4.29E-05,2.58E-04,1.24E-04,1.73E-03,1.03E-03,0.00E+00,3.92E-04,1.82E-03,1.44E-03,4.85E-04,0.00E+00,1.20E-03,1.49E-03,1.11E-04,0.00E+00,5.92E-04
ENO2,0.00E+00,1.30E-04,0.00E+00,0.00E+00,2.47E-04,0.00E+00,2.32E-04,0.00E+00,0.00E+00,3.47E-05,0.00E+00,4.20E-04,4.13E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E-06,0.00E+00,0.00E+00
ENPP4,0.00E+00,3.37E-04,4.33E-04,5.07E-04,1.50E-03,1.81E-04,7.30E-04,0.00E+00,0.00E+00,5.26E-05,0.00E+00,0.00E+00,5.16E-04,7.75E-04,4.62E-05,0.00E+00,0.00E+00,1.69E-04,0.00E+00,0.00E+00
ENTPD1-AS1,8.47E-05,8.70E-05,1.73E-04,2.64E-06,5.66E-05,4.22E-05,4.56E-05,2.12E-04,1.34E-04,8.06E-05,0.00E+00,0.00E+00,7.18E-05,2.50E-04,1.89E-04,1.05E-04,1.58E-04,1.68E-04,1.15E-04,3.18E-05
EPAS1,0.00E+00,3.46E-03,4.37E-04,1.03E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.17E-03,0.00E+00,1.65E-04,0.00E+00,0.00E+00,0.00E+00,3.05E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.36E-04
EPB41L4B,6.82E-05,2.81E-04,5.00E-04,1.89E-04,7.97E-04,1.25E-03,2.57E-04,1.07E-04,1.37E-04,6.07E-04,6.98E-04,0.00E+00,1.49E-05,1.80E-04,0.00E+00,9.59E-04,0.00E+00,1.15E-03,4.59E-04,0.00E+00
EPCAM,0.00E+00,2.43E-04,1.66E-03,1.16E-03,6.97E-04,2.67E-03,1.29E-03,8.05E-05,1.28E-04,0.00E+00,0.00E+00,0.00E+00,3.80E-04,7.45E-04,0.00E+00,4.56E-04,0.00E+00,7.44E-04,6.29E-04,0.00E+00
EPHA2,1.81E-04,2.13E-03,0.00E+00,1.18E-03,1.50E-04,0.00E+00,0.00E+00,1.51E-04,1.40E-04,8.79E-04,1.15E-03,7.74E-04,0.00E+00,5.78E-04,2.00E-04,2.57E-04,6.93E-04,1.08E-03,2.11E-04,0.00E+00
EPHA4,5.49E-04,7.32E-04,4.12E-05,6.44E-04,0.00E+00,2.72E-04,6.88E-04,0.00E+00,4.09E-04,0.00E+00,6.01E-04,0.00E+00,0.00E+00,1.29E-04,3.40E-04,2.34E-05,0.00E+00,4.82E-05,7.83E-04,5.26E-04
EPHB2,7.48E-04,5.94E-04,5.60E-06,1.40E-04,0.00E+00,1.10E-04,1.49E-05,1.29E-04,1.83E-04,0.00E+00,1.22E-04,1.53E-04,6.98E-05,0.00E+00,2.99E-04,0.00E+00,1.03E-04,0.00E+00,1.37E-03,1.86E-03
EPHX3,0.00E+00,1.01E-03,5.37E-04,2.50E-05,0.00E+00,0.00E+00,0.00E+00,1.42E-04,7.28E-05,2.15E-03,1.12E-03,0.00E+00,0.00E+00,3.29E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
EPPIN,8.86E-06,0.00E+00,0.00E+00,0.00E+00,1.60E-03,4.50E-06,0.00E+00,1.98E-05,0.00E+00,5.91E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.32E-05,0.00E+00,1.03E-06,2.41E-06
EPPK1,8.52E-05,0.00E+00,0.00E+00,0.00E+00,1.75E-03,3.36E-05,0.00E+00,0.00E+00,4.25E-05,8.48E-05,1.42E-04,4.54E-04,0.00E+00,8.67E-04,5.14E-05,4.34E-04,2.29E-04,0.00E+00,6.18E-04,2.88E-04
EPRS,1.91E-04,2.83E-04,7.69E-04,4.01E-04,2.63E-04,2.80E-04,2.50E-04,2.86E-04,5.30E-04,0.00E+00,3.07E-04,9.96E-05,4.65E-05,2.87E-04,1.93E-04,1.79E-03,1.22E-03,2.20E-04,4.04E-04,4.39E-04
EPS8L1,0.00E+00,7.48E-04,3.75E-04,2.67E-04,8.46E-05,0.00E+00,0.00E+00,0.00E+00,4.59E-07,1.90E-03,1.45E-03,0.00E+00,5.01E-05,1.03E-03,3.17E-04,1.57E-04,7.17E-05,1.55E-03,3.78E-04,0.00E+00
EPSTI1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.57E-05,0.00E+00,0.00E+00,1.40E-04,0.00E+00,3.42E-03,9.00E-05,1.78E-03,6.61E-04,7.74E-04,0.00E+00
ERAP2,6.27E-04,2.48E-04,2.91E-04,5.95E-05,5.45E-05,8.51E-05,0.00E+00,1.89E-04,9.80E-05,0.00E+00,0.00E+00,2.19E-04,2.30E-04,1.29E-04,1.11E-03,1.01E-04,1.44E-03,9.29E-04,2.60E-04,4.26E-04
EREG,0.00E+00,3.88E-04,0.00E+00,5.75E-04,1.56E-05,0.00E+00,0.00E+00,8.85E-05,0.00E+00,1.38E-03,1.94E-04,5.28E-04,0.00E+00,0.00E+00,0.00E+00,7.82E-04,1.25E-03,9.18E-06,2.02E-05,0.00E+00
ERICH3,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.64E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.70E-06,0.00E+00,7.76E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
ERICH5,0.00E+00,2.81E-04,2.56E-04,5.88E-04,1.20E-03,1.05E-04,1.76E-04,0.00E+00,8.66E-05,0.00E+00,0.00E+00,0.00E+00,1.64E-05,0.00E+00,1.77E-04,0.00E+00,0.00E+00,0.00E+00,2.10E-04,0.00E+00
ERMP1,5.91E-04,9.44E-04,2.14E-04,1.62E-04,1.12E-04,3.44E-04,5.11E-05,1.17E-04,9.57E-04,1.47E-05,1.48E-03,0.00E+00,5.50E-04,3.49E-04,0.00E+00,3.36E-05,7.34E-05,2.12E-04,2.11E-04,1.77E-04
ERN1,7.44E-05,2.31E-04,3.71E-04,2.77E-04,0.00E+00,1.87E-04,1.23E-04,0.00E+00,1.93E-04,2.99E-04,1.74E-04,3.48E-04,5.24E-05,2.83E-06,5.84E-05,1.32E-03,2.69E-04,1.96E-04,9.32E-05,8.86E-05
ERO1A,2.37E-04,1.94E-03,1.20E-03,0.00E+00,2.08E-05,0.00E+00,0.00E+00,0.00E+00,3.57E-05,2.39E-03,6.13E-04,1.14E-03,1.43E-03,1.75E-04,2.59E-04,6.67E-04,6.83E-04,5.76E-04,2.46E-04,1.51E-04
ERRFI1,2.13E-04,1.23E-03,1.92E-05,1.05E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.68E-04,0.00E+00,0.00E+00,0.00E+00,9.80E-04,3.33E-04,1.23E-03,4.58E-04,0.00E+00
ERVH-1,0.00E+00,3.02E-05,0.00E+00,2.47E-04,4.42E-05,0.00E+00,0.00E+00,0.00E+00,5.72E-06,2.98E-04,4.69E-04,0.00E+00,0.00E+00,2.69E-03,0.00E+00,7.26E-06,0.00E+00,0.00E+00,1.30E-05,0.00E+00
ESM1,0.00E+00,0.00E+00,4.54E-05,2.91E-06,4.30E-06,3.96E-04,0.00E+00,0.00E+00,0.00E+00,2.61E-04,0.00E+00,7.49E-04,0.00E+00,0.00E+00,7.40E-05,0.00E+00,0.00E+00,0.00E+00,1.48E-05,0.00E+00
ESRP1,1.06E-04,2.83E-04,3.49E-04,4.31E-04,2.10E-04,2.70E-04,2.21E-04,5.27E-04,5.39E-04,6.43E-04,1.06E-03,3.49E-05,6.36E-04,2.88E-04,2.39E-04,1.61E-03,6.00E-04,3.51E-04,2.87E-04,3.24E-04
ESYT1,5.88E-04,2.55E-04,1.36E-04,1.65E-04,2.15E-04,2.24E-04,3.25E-04,5.34E-04,1.76E-04,0.00E+00,5.09E-05,1.08E-03,6.93E-04,2.84E-04,0.00E+00,3.71E-04,4.42E-04,8.30E-05,5.79E-04,1.15E-03
ETF1,6.70E-04,6.42E-04,5.67E-04,4.07E-04,3.17E-04,2.82E-04,2.51E-04,2.75E-04,8.49E-04,3.77E-04,6.05E-04,3.55E-04,4.33E-04,3.76E-04,1.97E-04,1.10E-03,7.15E-04,4.83E-04,3.73E-04,4.47E-04
ETHE1,4.22E-04,1.69E-04,2.90E-04,1.24E-04,0.00E+00,2.08E-05,2.57E-05,3.28E-04,9.40E-04,5.73E-04,1.01E-03,1.09E-03,0.00E+00,1.14E-03,3.20E-04,1.94E-04,7.95E-04,7.15E-05,4.12E-04,8.02E-04
ETS1,4.21E-04,1.94E-04,0.00E+00,2.29E-04,0.00E+00,2.38E-04,1.91E-04,8.97E-05,1.50E-04,1.69E-06,0.00E+00,2.32E-03,0.00E+00,0.00E+00,0.00E+00,9.08E-04,9.01E-04,0.00E+00,1.01E-03,8.47E-05
ETS2,1.76E-03,1.24E-03,0.00E+00,6.44E-04,2.60E-04,3.48E-04,6.42E-04,2.34E-04,5.53E-04,0.00E+00,0.00E+00,3.15E-04,9.91E-04,0.00E+00,1.83E-03,4.40E-04,1.40E-04,3.67E-04,8.62E-05,2.49E-04
ETV7,0.00E+00,0.00E+00,2.53E-06,2.35E-04,4.83E-05,1.52E-04,0.00E+00,0.00E+00,1.13E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.66E-08,2.12E-03,0.00E+00,1.42E-03,5.57E-04,6.47E-05,2.67E-05
EXOSC10,2.36E-04,2.08E-04,2.10E-04,2.56E-04,3.36E-04,2.23E-04,2.59E-04,5.75E-04,3.18E-04,0.00E+00,2.20E-04,2.18E-04,1.95E-04,1.93E-04,7.86E-04,4.59E-04,1.51E-04,9.78E-05,3.90E-04,4.33E-04
EZR,2.13E-04,5.15E-04,8.11E-04,8.68E-04,2.41E-03,2.06E-04,0.00E+00,1.36E-04,5.66E-05,1.00E-03,6.65E-04,5.00E-04,2.13E-04,2.41E-04,7.12E-06,7.10E-04,4.40E-04,1.12E-03,8.68E-04,4.11E-05
F2RL1,0.00E+00,6.49E-05,2.10E-04,5.66E-04,1.64E-04,0.00E+00,0.00E+00,0.00E+00,5.69E-05,3.88E-04,3.04E-04,1.57E-04,8.52E-04,0.00E+00,1.51E-04,7.15E-04,0.00E+00,4.71E-04,1.47E-03,9.19E-04
F3,1.21E-04,9.52E-04,3.08E-05,6.84E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.05E-04,4.32E-05,2.50E-03,0.00E+00,6.78E-04,1.42E-04,9.62E-04,7.70E-04,1.28E-03,1.55E-03,0.00E+00
FABP4,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.22E-05,0.00E+00,0.00E+00,5.48E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
FABP5,5.19E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.50E-03,1.06E-03,0.00E+00,3.83E-03,0.00E+00,2.69E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.77E-04
FADS1,7.38E-05,0.00E+00,4.50E-04,4.53E-04,1.59E-04,0.00E+00,2.52E-04,1.30E-03,2.53E-05,0.00E+00,1.16E-04,2.69E-04,0.00E+00,1.07E-04,2.37E-04,3.47E-04,8.03E-05,1.87E-04,3.04E-05,1.75E-03
FADS2,0.00E+00,0.00E+00,4.86E-04,1.18E-03,6.91E-06,0.00E+00,4.41E-04,1.19E-03,0.00E+00,0.00E+00,5.05E-04,4.84E-05,2.41E-04,3.46E-04,4.78E-04,0.00E+00,1.85E-04,5.47E-05,2.76E-04,1.21E-03
FADS3,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.78E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.57E-03,0.00E+00,1.92E-05,0.00E+00,3.80E-04,1.11E-03,0.00E+00,2.26E-04,8.61E-04
FAM107B,0.00E+00,1.34E-03,2.07E-03,8.61E-04,9.43E-04,4.05E-04,6.67E-05,1.05E-04,0.00E+00,0.00E+00,0.00E+00,1.17E-04,0.00E+00,0.00E+00,7.29E-04,3.01E-04,2.28E-04,7.21E-04,0.00E+00,0.00E+00
FAM110C,6.81E-04,3.50E-04,1.02E-04,2.14E-04,2.44E-06,1.29E-04,2.11E-04,1.99E-05,1.95E-04,0.00E+00,3.86E-04,4.52E-04,3.39E-04,3.83E-04,1.70E-04,1.30E-04,8.77E-04,0.00E+00,0.00E+00,3.61E-04
FAM111B,6.08E-05,0.00E+00,1.74E-04,2.65E-05,0.00E+00,1.49E-04,8.71E-08,3.11E-03,8.51E-05,0.00E+00,0.00E+00,7.16E-06,0.00E+00,9.69E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.29E-06,0.00E+00
FAM114A1,2.01E-04,5.86E-04,8.41E-04,7.44E-04,1.02E-04,6.14E-04,2.74E-05,3.76E-05,1.38E-05,1.41E-04,4.48E-04,3.38E-04,2.38E-04,7.04E-04,1.54E-04,3.68E-04,2.32E-05,2.27E-04,1.47E-03,9.31E-04
FAM120A,7.16E-04,9.79E-04,7.90E-04,6.77E-04,5.96E-04,4.78E-04,3.63E-04,4.79E-04,8.26E-04,0.00E+00,9.45E-04,1.73E-04,2.93E-04,8.58E-04,3.05E-04,9.66E-04,8.40E-04,9.27E-04,3.79E-04,2.79E-04
FAM129A,2.58E-04,3.16E-05,5.37E-04,6.36E-04,0.00E+00,5.04E-05,0.00E+00,3.25E-04,4.06E-05,1.04E-04,4.89E-05,7.56E-05,6.68E-04,0.00E+00,3.72E-04,2.81E-03,4.15E-04,0.00E+00,6.80E-05,3.72E-04
FAM129B,2.90E-04,1.17E-03,4.57E-04,5.70E-04,2.28E-04,6.96E-05,1.87E-04,2.15E-04,2.65E-05,3.72E-03,1.88E-03,7.75E-04,6.99E-04,8.87E-04,3.02E-04,1.06E-03,4.15E-04,9.34E-04,8.69E-04,1.69E-04
FAM166B,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.60E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.55E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
FAM183A,1.40E-05,0.00E+00,0.00E+00,0.00E+00,2.86E-03,0.00E+00,4.94E-05,7.87E-05,0.00E+00,0.00E+00,9.84E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
